TOP_DIRECTOR,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,TOP_ACTOR,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,8,3,33,141,인도,필라멘트픽쳐스,코미디,12세이상관람가,기타,,6082,39,1,458988
조용선,10,4,44,118,한국,기타,드라마,15세이상관람가,기타,0,2227,0,0,451669
조원희,9,3,39,96,한국,(주)제이앤씨미디어그룹,코미디,12세이상관람가,마동석,0,110,946,0,450374
라나 워쇼스키/앤디 워쇼스키/톰 티크베어,1,1,2,172,미국,(주)넥스트엔터테인먼트월드(NEW),SF,청소년관람불가,기타,0,1322,0,1,449071
기타,3,1,12,126,미국,이십세기폭스코리아(주),드라마,12세이상관람가,기타,0,373,1921,1,448923
시즈노 코분,8,3,31,112,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,1,672,11174,0,448381
조명남,5,2,18,105,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,기타,0,247,0,0,447569
아담 맥케이,1,1,3,130,미국,롯데쇼핑㈜롯데엔터테인먼트,드라마,청소년관람불가,크리스찬 베일,0,104,1085,1,446664
오렌 펠리,1,1,2,85,미국,(주)넥스트엔터테인먼트월드(NEW),공포,12세이상관람가,기타,,265,0,0,446510
김홍선,11,4,48,110,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,15세이상관람가,기타,0,263,2344,0,446379
박영균,12,4,50,62,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,기타,0,160,1000,0,445014
세딕 니콜라스 트로얀,4,2,15,113,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,크리스 헴스워스,,156,2702,0,445009
기타,9,3,36,100,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,기타,,81,0,0,444045
데이빗 핀처,1,1,2,157,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,스릴러,청소년관람불가,기타,1,66,0,1,443889
구수환,9,3,36,91,한국,기타,다큐멘터리,전체관람가,기타,0,185,0,0,441707
이승무,12,4,48,100,미국,에스케이텔레콤(주),액션,15세이상관람가,기타,0,397,0,0,437101
도미닉 세나,1,1,2,94,미국,(주)넥스트엔터테인먼트월드(NEW),어드벤처,15세이상관람가,기타,,39,0,0,435201
양경모,3,1,13,131,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15세이상관람가,기타,0,217,3962,0,433825
기타,8,3,33,120,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,15세이상관람가,이병헌,0,1243,5465,0,431310
김석원/홍헌표,1,1,3,72,한국,씨네그루(주)키다리이엔티,애니메이션,전체관람가,기타,0,297,5861,0,429569
기타,11,4,48,103,한국,기타,드라마,청소년관람불가,기타,0,473,0,0,429141
기타,3,1,9,104,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,0,115,0,0,428896
홍원찬,9,3,36,111,한국,기타,스릴러,15세이상관람가,기타,0,258,3593,0,428429
박인제,6,2,23,112,한국,(주)쇼박스,스릴러,15세이상관람가,황정민,0,72,0,0,428139
기타,4,2,17,89,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애니메이션,전체관람가,기타,1,51,1621,0,427764
기타,7,3,28,86,한국,롯데쇼핑㈜롯데엔터테인먼트,공포,15세이상관람가,기타,0,123,0,0,425972
이윤정,1,1,1,106,한국,씨제이이앤엠(주),멜로,15세이상관람가,정우성,0,235,6851,0,425799
기타,4,2,16,139,미국,롯데쇼핑㈜롯데엔터테인먼트,SF,15세이상관람가,기타,1,159,630,1,424041
기타,11,4,45,114,한국,필라멘트픽쳐스,멜로,15세이상관람가,기타,0,344,0,0,424002
김진무,2,1,7,112,한국,기타,드라마,15세이상관람가,기타,0,1534,0,0,423026
조근현,2,1,7,105,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,12세이상관람가,기타,0,257,4290,0,416303
피터 패럴리,1,1,2,130,미국,CGV아트하우스,드라마,12세이상관람가,기타,0,22,98,0,415508
오승욱,5,2,22,118,한국,CGV아트하우스,멜로,청소년관람불가,김남길,0,200,4059,0,414626
크리스토퍼 랜던,2,1,7,100,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,기타,1,32,200,0,412850
가이 리치,5,2,20,126,영국,워너브러더스 코리아(주),판타지,12세이상관람가,기타,0,347,1115,0,412843
기타,7,3,29,90,일본,(주)넥스트엔터테인먼트월드(NEW),공포,15세이상관람가,기타,,540,1608,0,410644
유재운/최신규,1,1,2,70,한국,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,기타,0,17,87,0,410131
도로타 코비엘라/휴 웰치맨,11,4,45,94,영국,판씨네마(주),애니메이션,15세이상관람가,기타,0,46,2242,0,408322
기타,10,4,40,91,한국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,기타,,249,1086,0,407727
요르겐 레르담/캐리 주스넌,12,4,52,76,핀란드,씨너스엔터테인먼트(주),애니메이션,전체관람가,기타,,234,0,0,407264
기타,5,2,19,134,대만,기타,멜로,15세이상관람가,기타,,373,7104,0,406284
마이클 패트릭 킹,6,2,23,144,미국,워너브러더스 코리아(주),드라마,청소년관람불가,기타,,74,0,0,405580
이도윤,7,3,28,114,한국,씨제이이앤엠(주),범죄,청소년관람불가,지성,0,192,2153,0,404456
더그 라이만,9,3,37,114,미국,유니버설픽쳐스인터내셔널 코리아(유),범죄,15세이상관람가,톰 크루즈,0,101,1091,0,401541
데이빗 보워스,1,1,2,93,미국,기타,애니메이션,전체관람가,기타,0,176,0,0,401477
조나단 리브스만,8,3,35,101,미국,씨제이이앤엠(주),액션,12세이상관람가,기타,1,310,1571,0,400329
기타,8,3,34,100,미국,이십세기폭스코리아(주),액션,12세이상관람가,기타,0,1497,3209,1,399667
기타,8,3,33,103,미국,(주)싸이더스,스릴러,청소년관람불가,기타,1,410,0,0,398097
기타,3,1,10,112,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,기타,0,61,0,0,397923
기타,12,4,51,92,독일,씨네그루(주)키다리이엔티,애니메이션,전체관람가,기타,0,419,983,0,397633
시즈노 코분,8,3,32,110,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,1,564,6455,0,397381
기타,8,3,32,110,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,1,71,1074,0,395408
기타,8,3,32,107,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,기타,1,546,0,1,389253
기타,5,2,20,94,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,애니메이션,전체관람가,기타,,28,204,0,388300
기타,7,3,27,149,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15세이상관람가,기타,,214,0,0,387527
기타,1,1,5,101,한국,기타,드라마,15세이상관람가,기타,0,419,6860,1,387409
기타,10,4,44,127,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,설경구,0,977,2953,0,385934
기타,4,2,17,92,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,,323,502,0,385552
자움 콜렛 세라,7,3,28,86,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,기타,0,56,1508,0,384789
기타,3,1,11,84,미국,이십세기폭스코리아(주),액션,15세이상관람가,기타,0,82,0,0,383862
기타,3,1,12,121,한국,오퍼스픽쳐스(유),드라마,15세이상관람가,손현주,0,366,2459,0,383336
기타,6,2,26,126,한국,(주)시네마서비스,드라마,15세이상관람가,기타,0,1144,5222,1,383332
조셉 코신스키,12,4,52,125,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,SF,12세이상관람가,기타,1,193,0,0,382607
기타,3,1,12,128,인도,필라멘트픽쳐스,드라마,12세이상관람가,기타,,638,0,0,381243
기타,10,4,42,114,한국,씨네그루(주)키다리이엔티,드라마,12세이상관람가,조진웅,0,497,3259,1,380581
박찬욱,2,1,9,99,미국,이십세기폭스코리아(주),드라마,청소년관람불가,기타,0,536,0,0,378729
기타,2,1,6,108,중국,(주)시너지하우스 (시너지),드라마,12세이상관람가,기타,,131,0,0,377801
기타,3,1,10,94,프랑스,기타,액션,청소년관람불가,기타,,60,0,1,375573
기타,3,1,9,105,미국,유니버설픽쳐스인터내셔널 코리아(유),스릴러,12세이상관람가,기타,,108,0,0,373344
알렉세이 트시칠린,1,1,1,89,러시아,기타,애니메이션,전체관람가,기타,,63,1912,0,366442
기타,12,4,51,97,일본,기타,애니메이션,전체관람가,기타,1,305,0,0,366277
기타,2,1,9,125,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,청소년관람불가,기타,1,332,7027,1,364415
기타,10,4,42,90,미국,씨제이엔터테인먼트,공포,12세이상관람가,기타,,225,0,0,364251
기타,3,1,11,100,미국,워너브러더스 코리아(주),드라마,15세이상관람가,기타,,154,0,1,362572
기타,5,2,21,93,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,,85,968,0,360556
기타,4,2,15,128,미국,워너브러더스 코리아(주),드라마,12세이상관람가,산드라 블록,,210,0,1,359899
기타,12,4,51,98,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,1,118,0,0,359663
기타,4,2,14,103,미국,롯데쇼핑㈜롯데엔터테인먼트,미스터리,15세이상관람가,기타,0,399,1517,0,356976
이해영,6,2,25,99,한국,롯데쇼핑㈜롯데엔터테인먼트,미스터리,15세이상관람가,박보영,0,224,8640,0,356342
기타,1,1,2,115,미국,이십세기폭스코리아(주),액션,15세이상관람가,기타,0,916,5645,0,355913
기타,7,3,28,89,미국,기타,드라마,12세이상관람가,기타,0,3877,10110,1,354601
기타,12,4,51,103,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,,90,545,0,353012
기타,5,2,19,108,한국,씨네그루(주)키다리이엔티,스릴러,15세이상관람가,기타,0,138,1987,1,351830
정용기,11,4,44,110,한국,(주)싸이더스,멜로,15세이상관람가,기타,0,118,0,0,351779
기타,7,3,27,94,미국,기타,코미디,15세이상관람가,기타,0,55,6,0,351555
기타,2,1,8,97,한국,워너브러더스 코리아(주),드라마,15세이상관람가,기타,0,347,3838,0,351276
기타,5,2,21,125,미국,기타,드라마,청소년관람불가,기타,0,374,1333,0,351091
기타,3,1,10,130,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),판타지,전체관람가,기타,0,150,0,0,350563
기타,12,4,51,72,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,1,293,0,0,348883
기타,11,4,46,100,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,기타,0,320,12977,0,347790
기타,8,3,35,103,한국,판씨네마(주),액션,15세이상관람가,기타,0,282,3298,0,346483
기타,5,2,18,100,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,1,504,0,0,346441
티무르 베크맘베토브,8,3,35,105,미국,이십세기폭스코리아(주),액션,청소년관람불가,기타,,55,0,1,344876
기타,1,1,3,132,미국,워너브러더스 코리아(주),액션,청소년관람불가,기타,0,100,1823,1,344766
기타,1,1,4,111,한국,기타,공연,전체관람가,기타,0,42,883,0,342366
롭 마샬,12,4,52,124,미국,월트디즈니컴퍼니코리아(주),뮤지컬,전체관람가,기타,,155,3514,0,341882
장진,6,2,23,124,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,청소년관람불가,기타,0,274,2252,0,339844
김진영,11,4,48,124,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,12세이상관람가,기타,0,618,0,0,338168
김태균,6,2,25,121,한국,(주)쇼박스,드라마,전체관람가,기타,0,200,0,0,338080
민규동,6,2,26,120,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,12세이상관람가,기타,0,85,494,0,336822
기타,2,1,6,103,프랑스,기타,코미디,전체관람가,기타,,99,1346,0,335906
기타,9,3,37,117,일본,기타,애니메이션,전체관람가,기타,0,134,0,1,335706
기타,7,3,28,115,아일랜드,기타,드라마,12세이상관람가,기타,,266,1305,0,334423
기타,5,2,20,106,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,전체관람가,기타,0,3141,0,0,334323
기타,7,3,29,103,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,,107,4821,0,333082
정지영,11,4,47,106,한국,씨너스엔터테인먼트(주),드라마,15세이상관람가,기타,0,1066,0,0,332619
기타,9,3,39,121,미국,유니버설픽쳐스인터내셔널 코리아(유),어드벤처,12세이상관람가,기타,0,101,1559,1,332180
기타,11,4,45,98,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,12세이상관람가,기타,1,45,879,0,331877
기타,7,3,30,108,한국,롯데쇼핑㈜롯데엔터테인먼트,공포,청소년관람불가,기타,1,75,0,0,331760
기타,7,3,29,93,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,0,220,2481,0,330665
기타,9,3,35,100,미국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,기타,,100,0,0,329086
기타,4,2,15,137,미국,기타,드라마,12세이상관람가,기타,0,260,2460,0,329029
기타,6,2,24,118,미국,씨너스엔터테인먼트(주),범죄,15세이상관람가,기타,,51,0,1,327612
케네스 브래너,1,1,3,105,미국,씨제이이앤엠(주),액션,12세이상관람가,기타,0,103,0,0,327591
스콧 스피어,6,2,25,91,미국,씨네그루(주)키다리이엔티,멜로,12세이상관람가,기타,,34,156,0,326086
기타,2,1,8,92,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,,179,5389,0,325016
기타,1,1,1,110,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,12세이상관람가,차태현,0,464,7040,0,324420
곽경택,10,4,41,91,한국,(주)쇼박스,미스터리,15세이상관람가,기타,0,234,5472,1,323628
봉준호,6,2,26,120,미국,(주)넥스트엔터테인먼트월드(NEW),어드벤처,12세이상관람가,기타,0,695,12426,0,321550
기타,10,4,41,163,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,SF,15세이상관람가,기타,1,916,2343,0,321018
기타,12,4,49,107,한국,CGV아트하우스,멜로,청소년관람불가,기타,0,94,2589,0,320923
기타,1,1,2,94,일본,씨제이이앤엠(주),애니메이션,전체관람가,기타,1,153,0,0,320409
기타,12,4,49,86,미국,워너브러더스 코리아(주),애니메이션,전체관람가,기타,0,296,1376,0,320353
기타,9,3,39,85,프랑스,씨네그루(주)다우기술,애니메이션,전체관람가,기타,0,180,747,0,319072
벤 스타센/제레미 드그루손,8,3,32,91,벨기에,기타,애니메이션,전체관람가,기타,0,145,1059,0,318737
기타,10,4,41,112,홍콩,기타,액션,15세이상관람가,정우성,0,94,0,0,318157
이종필,11,4,48,109,한국,씨제이이앤엠(주),사극,12세이상관람가,류승룡,0,976,12459,1,317505
민규동,4,2,16,125,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,기타,0,156,0,0,316788
기타,10,4,43,117,한국,기타,멜로,15세이상관람가,기타,0,257,4017,0,316780
기타,6,2,25,113,프랑스,(주)넥스트엔터테인먼트월드(NEW),판타지,전체관람가,기타,0,55,1492,1,315348
기타,2,1,5,118,미국,CGV아트하우스,드라마,청소년관람불가,기타,0,72,1191,1,315321
기타,2,1,9,123,중국,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,기타,1,547,0,0,315305
기타,11,4,46,82,한국,월트디즈니컴퍼니코리아 유한책임회사,기타,전체관람가,기타,0,94,1765,0,315010
기타,3,1,12,108,한국,씨제이이앤엠(주),드라마,15세이상관람가,기타,0,215,0,1,313953
기타,8,3,33,83,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,기타,,30,868,0,311456
기타,5,2,21,99,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,기타,,47,144,0,310956
기타,2,1,6,127,미국,워너브러더스 코리아(주),SF,12세이상관람가,기타,0,169,1428,0,309729
기타,4,2,16,93,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,기타,0,333,3408,0,308180
잭 스나이더,10,4,43,96,미국,워너브러더스 코리아(주),애니메이션,전체관람가,기타,,101,0,1,307217
기타,2,1,8,82,인도,기타,애니메이션,전체관람가,기타,,198,0,0,306837
기타,4,2,14,91,한국,메가박스중앙(주)플러스엠,드라마,전체관람가,기타,0,61,446,0,306126
기타,12,4,1,109,한국,기타,드라마,전체관람가,기타,0,466,5046,1,306119
기타,1,1,2,95,영국,롯데쇼핑㈜롯데엔터테인먼트,코미디,전체관람가,기타,,283,1592,1,305100
기타,12,4,52,79,일본,기타,애니메이션,전체관람가,기타,,156,5689,0,300477
